Time (ns),Variation (uJ)
"507182171750.0","2301.4750000000004"
"508182650250.0","2305.275"
"509182995250.0","2301.475"
"510183074750.0","2300.225"
"511183556250.0","2303.525"
"512183897000.0","2304.7000000000003"
"513184325500.0","2304.275"
"514184731250.0","2304.3999999999996"
"515185024250.0","2302.55"
"516185590750.0","2302.9750000000004"
"517186002000.0","2303.525"
"518186464500.0","2305.25"
"519186932500.0","2301.475"
"520187207750.0","2303.625"
"521187720500.0","2302.675"
"522188060000.0","2301.5"
"523188450250.0","2302.3500000000004"
"524188832000.0","2301.25"
"525189051500.0","2301.5"
"526189569750.0","2303.325"
"527189892750.0","2304.825"
"528190284250.0","2293.925"
"529190575000.0","2302.575"
"530190964500.0","2306.9"
"531191498500.0","2310.15"
"532191809000.0","2311.425"
"533192068000.0","2309.125"
"534192424000.0","2308.7"
"535192805000.0","2308.975"
"536193308250.0","2310.0"
"537193766500.0","2310.0"
"538194048000.0","2309.5750000000003"
"539194358250.0","2313.675"
"540194674500.0","2317.0"
"541195228500.0","2317.875"
"542195575750.0","2317.225"
"543195915250.0","2318.1"
"544196290500.0","2318.4"
"545196465250.0","2316.3"
"546197060750.0","2314.4"
"547197334500.0","2314.8500000000004"
"548197735500.0","2315.6000000000004"
"549198058250.0","2315.85"
"550198300000.0","2314.1"
"551198792250.0","2315.025"
"552199050250.0","2313.275"
"553199391500.0","2316.25"
"554199713750.0","2311.95"
"555199990750.0","2313.65"
"556200492000.0","2317.85"
"557200789500.0","2316.525"
"558201173000.0","2319.6749999999997"
"559201441750.0","2319.55"
"560201704000.0","2315.95"
"561202165750.0","2314.025"
"562202521250.0","2314.925"
"563202859250.0","2318.175"
"564203244750.0","2320.85"
"565203468000.0","2319.325"
"566204081500.0","2319.7250000000004"
"567204372500.0","2319.5"
"568204755000.0","2318.725"
"569205117750.0","2318.65"
"570205353750.0","2319.6499999999996"
"571205858750.0","2319.2749999999996"
"572206142500.0","2319.075"
"573206479250.0","2319.025"
"574206856000.0","2318.85"
"575207063500.0","2320.55"
"576207485750.0","2321.0"
"577207769500.0","2320.375"
"578208160000.0","2320.425"
"579208412000.0","2317.75"
"580208590000.0","2319.275"
"581209163500.0","2321.0"
"582209442000.0","2320.3999999999996"
"583209815250.0","2320.775"
"584210120750.0","2320.05"
"585210290500.0","2320.025"
"586210724000.0","2320.0"
"587210995000.0","2319.575"
"588211422500.0","2322.85"
"589211790250.0","2328.4"
"590212045250.0","2334.8500000000004"
"591212460250.0","2338.725"
"592212793000.0","2339.6"
"593213172750.0","2339.975"
"594213440000.0","2335.875"
"595213738750.0","2334.95"
"596214135250.0","2334.1"
"597214462250.0","2332.9"
"598214834750.0","2332.175"
"599215231000.0","2330.25"
"600215417500.0","2330.45"
