Time (ns),Variation (uJ)
"530491935250.0","17249.1"
"531492814250.0","17239.325"
"532493731500.0","17242.225"
"533494642000.0","17246.625"
"534495527750.0","17244.675000000003"
"535496436750.0","17251.025"
"536497315500.0","17250.55"
"537498169500.0","17247.675"
"538499007750.0","17251.975"
"539499878750.0","17252.350000000002"
"540500769000.0","17257.175"
"541501598250.0","17245.925"
"542502512750.0","17251.600000000002"
"543503391500.0","17245.525"
"544504139250.0","17255.65"
"545504951750.0","17252.375"
"546505869500.0","17259.05"
"547506747500.0","17261.875"
"548507852500.0","17266.975"
"549508767250.0","17260.925"
"550509654500.0","17272.675"
"551510603000.0","17261.899999999998"
"552511510250.0","17261.175"
"553512472500.0","17261.05"
"554513337000.0","17259.225"
"555514251750.0","17263.9"
"556515155250.0","17262.125"
"557516088750.0","17264.2"
"558516994250.0","17260.4"
"559517872000.0","17265.899999999998"
"560518816250.0","17276.225"
"561519846500.0","17268.375"
"562520787000.0","17267.025"
"563521678250.0","17264.5"
"564522602750.0","17269.125"
"565523574500.0","17286.225"
"566524433500.0","17294.15"
"567525339500.0","17289.95"
"568526268500.0","17272.85"
"569527132500.0","17273.175000000003"
"570528001000.0","17264.15"
"571528881500.0","17263.95"
"572529739500.0","17286.975"
"573530653250.0","17269.425"
"574531568500.0","17274.225"
"575532434500.0","17257.300000000003"
"576533350750.0","17254.75"
"577534202250.0","17249.699999999997"
"578535060000.0","17248.225"
"579535831750.0","17248.075"
"580536612000.0","17251.324999999997"
"581538407750.0","17275.075"
"582539306750.0","17251.175"
"583540287250.0","17244.550000000003"
"584541193000.0","17244.149999999998"
"585542099500.0","17240.55"
"586542999750.0","17246.325"
"587543910750.0","17243.6"
"588544827500.0","17234.175"
"589545714250.0","17239.100000000002"
"590546559750.0","17243.074999999997"
"591547718500.0","17250.0"
"592548656750.0","17232.8"
"593549580750.0","17227.7"
"594550482250.0","17235.600000000002"
"595551303250.0","17225.225000000002"
"596552205000.0","17237.775"
"597553168500.0","17230.225"
"598554083250.0","17223.899999999998"
"599554959750.0","17227.975"
"600555849250.0","17224.225"
