Time (ns),Variation (uJ)
"488414798250.0","2376.375"
"489415705500.0","2377.575"
"490416387000.0","2375.625"
"491417245500.0","2376.5750000000003"
"492418122500.0","2376.175"
"493418831500.0","2375.625"
"494419762500.0","2377.4"
"495420460000.0","2376.2749999999996"
"496421248750.0","2376.05"
"497422174250.0","2377.65"
"498422915000.0","2377.275"
"499423872250.0","2378.375"
"500424655250.0","2406.675"
"501425535500.0","2379.9"
"502426426000.0","2379.05"
"503427186750.0","2377.3500000000004"
"504428089250.0","2379.45"
"505428833250.0","2378.425"
"506429688500.0","2376.7"
"507430650000.0","2375.5"
"508431447750.0","2375.3"
"509432414750.0","2375.6"
"510433169250.0","2376.275"
"511433962750.0","2376.15"
"512434849000.0","2376.675"
"513435680250.0","2376.05"
"514436618000.0","2377.025"
"515437429500.0","2377.975"
"516438290500.0","2406.3500000000004"
"517439275250.0","2380.1"
"518440028250.0","2378.625"
"519440972000.0","2380.775"
"520441769000.0","2379.9249999999997"
"521442647000.0","2380.45"
"522443598000.0","2380.8500000000004"
"523444313000.0","2379.6749999999997"
"524445260750.0","2379.8"
"525446052250.0","2380.0249999999996"
"526446868500.0","2380.025"
"527447783250.0","2380.2"
"528448474250.0","2379.7"
"529449384750.0","2380.975"
"530450190000.0","2381.725"
"531451073750.0","2381.55"
"532452056000.0","2410.45"
"533452698500.0","2382.075"
"534453614000.0","2382.125"
"535454304250.0","2381.65"
"536455064000.0","2384.55"
"537455917000.0","2386.65"
"538456629500.0","2385.425"
"539457511750.0","2382.6749999999997"
"540458289750.0","2379.725"
"541459073250.0","2381.95"
"542460002250.0","2384.425"
"543460750000.0","2383.725"
"544461568000.0","2383.8250000000003"
"545462376000.0","2384.425"
"546463236250.0","2384.875"
"547464136750.0","2384.975"
"548464912750.0","2414.975"
"549466017250.0","2387.85"
"550466830000.0","2387.325"
"551467716750.0","2387.125"
"552468642250.0","2388.6000000000004"
"553469375250.0","2388.425"
"554470335000.0","2388.7"
"555471074750.0","2388.55"
"556471925750.0","2388.5"
"557472858000.0","2387.85"
"558473599000.0","2388.3"
"559474557500.0","2388.925"
"560475377500.0","2387.85"
"561476240750.0","2389.925"
"562477176750.0","2389.825"
"563477935250.0","2388.7"
